
377	Afro-Vegan Society	Network		The mission of Afro-Vegan Society is to offer information, resources and support to encourage and inspire people in marginalized communities to transition to plant-based eating and vegan living.		Education Outreach	900 E. Fayette St #447 Baltimore, Maryland 21233	Nonprofit			2014	1	BIPOC-Owned			Not in Georgia	https://pbs.twimg.com/profile_images/872888652694736896/F-Bf7VIN_400x400.jpg		1				https://www.afrovegansociety.org/
378	Second Helpings	Recovery & Redistribution		Second Helpings Atlanta is a nonprofit food rescue organization whose mission is to end hunger and food waste in the Metro Atlanta area by rescuing healthy, nutritious surplus food and distributing it to those in need. Second Helpings links food donors and partner agencies who feed the hungry.			970 Jefferson St NW, Suite 5, Atlanta, GA 30318	Nonprofit	moniquesorrell@secondhelpings.info		2004	89				NW Atlanta	https://www.secondhelpings.org/wp-content/uploads/2023/11/250sqSHLOGO.jpg		89				https://secondhelpingsatlanta.org/
379	Turner Environmental Law Clinic at Emory University	Public & Education Sector		The Turner Environmental Law Clinic provides important pro bono representation to individuals, community groups, and non-profit organizations that seek to protect and restore the natural environment and promote environmental justice. Through its work, the Clinic offers students an intense, hands-on introduction to environmental law and trains the next generation of environmental attorneys.		Funding | Advocacy	NA	University	shreeca.lott@emory.edu		1998	4					https://media.licdn.com/dms/image/v2/D4E0BAQHVHJmXrmlGTg/company-logo_400_400/company-logo_400_400/0/1725991222534/turner_environmental_law_clinic_logo?e=2147483647&v=beta&t=P58cpvy4juLbNfgKO-ZL9BcunDTo83JF5fHAp4zrlas		4				https://law.emory.edu/academics/clinics/faculty-led-clinics/turner-environmental-law-clinic.html
380	Magnolia(Ga) Chapter of the Links/Big Bethel AME	Recovery & Redistribution		For the past 35 years, the Magnolia (GA) Chapter of The Links, Incorporated has enjoyed a strong tradition of friendship and a rich history of service to the Greater Atlanta community. Consistent with the National thrust, the Magnolia Chapter focuses its efforts on five facets which include Services to Youth, The Arts, National Trends and Services, International Trends and Services, and Health and Human Services. Through our National Trends Facet, we are focused on the problem of human trafficking and its impact on our young women. On an international level, we support the Schools in Jamaica program. Among our premier programs is the Magnolia Stars, a mentoring and enrichment program for young ladies attending the Coretta Scott King Women�s Leadership Academy.		Food Pantry	220 Auburn Avenue NE, Atlanta, GA 30303	Nonprofit				1	Woman-Owned | BIPOC-Owned				https://static.wixstatic.com/media/b0c48b_8721020eed8c4149b25914ce8d5002af~mv2.png/v1/fill/w_418,h_178,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Logo%201.png		1				https://Magnolialinksinc.org
381	Must Ministries Inc.- Neighborhood Pantry- Fulton	Recovery & Redistribution		At MUST Ministries, we don�t just change the lives of those we serve.�Those who serve with us have their lives impacted, too.�When you experience the needs of neighbors firsthand and then take part in meeting those needs, your life will never be the same.		Food Pantry	365 Cleveland Ave SE, Rosel Fann Recreation Center, Atlanta, GA 30315	Faith-Based				2					https://mustministries.org/wp-content/uploads/2024/09/logo-must-768x215.png		2				https://mustministries.org/
382	Oyun Botanical Gardens	Farm / Producer		Oyun Botanical Gardens is a family-friendly eco-therapeutic space located in East Point Ga., 7 mins from the airport, 5 min from the Camp Creek Marketplace, and 15 mins from Downtown Atlanta. We offer: Locally grown, natural, chemical free, organic produce Gardening classes for adults and children Family friendly, enjoyable events Holistic wellness products and services Indoor and outdoor space for rent Educational experienced for schools and homeschool groups		Urban Agriculture | Nutrition, Health, & Wellness | Education Outreach | Training	3353 Washington Rd, East Point, GA 30344		Phone: 404-781-9724 Email: oyunbotanicalgardens@gmail.com			0	BIPOC-Owned | Woman-Owned		Fruit & Vegetable	Atlanta Suburb	https://oyunbotanical.com/wp-content/uploads/2024/04/logo.png		0				https://oyunbotanical.com/
383	Alpharetta Community Garden	Farm / Producer				Community Garden						1							1				
384	Berean Outreach Ministry	Recovery & Redistribution		The Berean Outreach Ministry Center's mission is to deliver relevant support services to underserved communities by providing healthy food, clothing, education, employment, and health resources in an effort to build self-sustaining communities.		Food Pantry	312 Hamilton E Holmes Dr NW, Atlanta, GA 30318	Faith-Based	(470) 480-6072 support@bomcatl.org			1					https://static.wixstatic.com/media/7b1ce4_4ee95d05f552444b810716e97bad91a4~mv2.png/v1/fill/w_504,h_220,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/7b1ce4_4ee95d05f552444b810716e97bad91a4~mv2.png		1				https://www.bomcatl.org/
385	Miller Union	Consumption & Retail		Known for its farm-to-table approach to Southern cuisine, Miller Union emphasizes fresh, locally-sourced ingredients to create seasonal dishes that celebrate the region�s agricultural bounty. Founded by Chef Steven Satterfield and General Manager Neal McCarthy, Miller Union has become a cornerstone of Atlanta�s culinary scene. Chef Satterfield�s dedication to fresh, locally-sourced ingredients has earned him a James Beard Award for Best Chef: Southeast. Received renewed Snail of Approval award from Slow Food Atlanta (2025).			999 Brady Ave NW Ste 106, Atlanta, GA 30318	For-Profit	Phone: (678) 733 8550			2				NW Atlanta	https://images.squarespace-cdn.com/content/v1/66902061eb17a004878ab3f5/2616da69-bdcc-4c36-a9d1-b12e079e1997/Artboard+1%402x.png?format=1500w		2				https://www.millerunion.com/
386	Three Seed Collective	Supporting Resources & Services		The Three Seed Collective is the nonprofit arm of the Ke'nekt Cooperative. Our mission is to support social entrepeneurs by providing creative access to capital, content, and cooperative spaces. This includes funding for local food businesses, such as TeaMe Cafe.		Education Outreach | Training	1493 Ralph David Abernathy Blvd SW Suite A, Atlanta, GA 30310	Nonprofit	Phone: (404) 748-1150			2	BIPOC-Owned | Woman-Owned			SW Atlanta	https://static.wixstatic.com/media/c72744_8531e9f335144a7b9d78c62206346238~mv2.png/v1/fill/w_466,h_311,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/threeseedcollectivelogo%20(1).png		2				https://www.threeseedcollective.org/
387	Freedom Parkway Farmers Market	Consumption & Retail		The market, now open year-round, offers a wide range of organic, local products including: fresh produce, grass fed meats, dairy including cheeses, yogurt, milk, farm fresh eggs, handmade baked goods and preserves, coffee and more. Each market Year Round features live music and a local chef with hot prepared foods. The market also holds monthly events featuring the fruit or vegetable of the season and monthly chef demos.		Farmers Markets & Cooperatives	453 Freedom Parkway Northeast Atlanta, GA 30307				2014	20				General Atlanta	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmFJchecsLYiQLl7Jc_K9qRnTr3TZEUcQ0dg&s		20				https://freedomfarmersmkt.com/
388	Thistle & Sprig Tea Company	Processing & Food Products		We offer a select line of black, green, and herbal teas, as well as sustainable tea steepers and gourmet gifts. Every blend is ethically-sourced and sustainably packaged, using the highest quality botanicals we can find. Our mission is to provide you with clean, full-flavored teas to make your day a little bit brighter and and a little bit better, one cup at a time.				For-Profit				1					https://thistleandsprig.com/cdn/shop/files/NEWLOGO24_d1bd39c2-2ab6-4bf2-b661-de696211c948.png?v=1727714656&width=300		1				https://thistleandsprig.com/?srsltid=AfmBOoqmQOkTjv2jOSw-X5RTQmPrB-aWzlKe44acqHakTfif_eToH2G5
389	MARTA	Supporting Resources & Services							1 (404) 848-5000			5					https://upload.wikimedia.org/wikipedia/commons/9/9e/MARTA_stripes_logo.svg		5				
390	WhyHunger	Supporting Resources & Services		WhyHunger supports communities in taking control of their own food systems and ending hunger. We fund, connect, and resource grassroots organizations around the globe to protect the human right to food and equip people to nourish themselves. Since day one, co-founder Harry Chapin and WhyHunger have mobilized artists and fans to raise funds and spark action. Using music to inspire and unite, we ensure every plate is full and every voice is heard. They also have a food finder map on their website.		Funding	505 Eighth Avenue, Suite 1212, New York, NY 10018	Nonprofit	Email: why@whyhunger.org Phone: (212) 629-8850			1				Not in Georgia	https://whyhunger.org/wp-content/uploads/2024/10/whyhunger-logo.svg		1				https://whyhunger.org/
391	Capitol View / Jesse Dill Community Garden	Farm / Producer				Community Garden						1							1				
392	Food4Lives	Recovery & Redistribution		Food4Lives was founded by Georgia Tech and Emory students to feed Atlanta's homeless population with fresh meals. They rely on donations and volunteers to collect and distribute meals.			1122A Old Chattahoochee Ave NW # A, Atlanta, GA 30318	Nonprofit	contact@food4lives.org		2017	2				NW Atlanta	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3UPPN4xWp9ijClFjHOmXXh0hgi3meyQ43Xw&s		2				https://food4lives.org/?fbclid=IwY2xjawKvIuNleHRuA2FlbQIxMABicmlkETFVZHVDa3BMbEc3empiQTlHAR48WNfw2_IgqN5_dFpW9rUO-qJw9R7nDA0BXB_PU8rk6bNI6G8mFdkJJf7g5Q_aem_vV8jVYnPhd1w3bEdo_7VkQ
393	My Elderberry Fairy	Processing & Food Products		Small Batch Elderberry Syrups, Beverages, Drinking Vinegars, Fire Cider Tonics, Tea Blends, DIY Syrup Kits, Seasonal and Wellness Products		Nutrition, Health, & Wellness		For-Profit	myfairy@myelderberryfairy.com			1	Woman-Owned		Value-Added Products		https://static.wixstatic.com/media/720331_d3033a6c461d47f5b50145e44feca024~mv2.png/v1/fill/w_444,h_224,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/MEF%20Horizontal%20Logo_edited.png		1				https://www.myelderberryfairy.com/
394	Family Life Ministries	Recovery & Redistribution		Please enter our space by coming down the ramp next to the green space and turning left.		Food Pantry	612 College St, Hapeville, GA 30354	Faith-Based				1							1				https://www.familylifehelps.org/
395	McNair High School	Recovery & Redistribution		Families in DeKalb County can access free meals at eight convenient distribution centers across the district. Meals are available to anyone in the community, and each site offers pick-up on scheduled dates each month. See below for the full list of locations, dates, and times.		Food Pantry	1804 Bouldercrest Rd SE, Atlanta, GA 30316	School	Phone: 678.874.4902			1					https://www.mcnairhs.dekalb.k12.ga.us/sysimages/logo.png		1				https://www.mcnairhs.dekalb.k12.ga.us/
396	Sweet Sol	Processing & Food Products		A worker-owned, value-added farm to product co-op for hot sauce, led by alumni through the Gangstas to Growers Program.											Value-Added Products								
397	Chattahoochee Queen	Farm / Producer		Chattahoochee Queen is an urban cut flower farm spanning two growing sites - one in the Summerhill neighborhood of Atlanta, GA and one in Stonecrest, GA.		Urban Agriculture	NA	For-Profit	chattahoocheequeen@gmail.com		2013	5					https://images.squarespace-cdn.com/content/v1/56131ce3e4b0e10cc03a8a73/1672787643123-GZQCOAGKIMKA9S80SLXY/PXL_20220717_123638373.jpg?format=2500w		5				https://chattahoocheequeen.com/
398	Global Growers Network	Network		Global Growers is a network of 200 farmers and local food systems leaders in Georgia who grow fresh food from many agricultural traditions. We grow fresh food for our families and to supply the local markets, and we work together to strengthen our local food economy. Since 2010, Global Growers Network (GGN) has supported more than 300 refugee and immigrant farmers across a network of nine farm sites, growing fresh food for their families and local marketplaces. Global Growers supports people to grow their own food through their seven community garden sites around East Atlanta. Through our partnership with MARTA, we also are supporting growers to farm 2 acres at the Indian Creek MARTA station. We also host pop-up markets here to sell produce grown throughout the network. We also have a cooperative farm outside Atlanta, the Rockdale Organic Co-Farm, which helps growers expand into running their own businesses by providing low-cost land and shared facilities. The purchase of this farm was facilitated through the Conservation Fund's Farmer Fund program. Finally, through our AgriCULTURE program, we offer curated experiences, events, and venues that are rooted in the local production of fresh and culturally significant foods, heritage food ways, increasing food security, storytelling and land stewardship pratices that heal our planet. Our three main sites for events and farm market pop-ups are: The Rockdale Organic Co-Farm, the Indian Creek Market Farm, and Decatur�s Kitchen Garden.		Urban Agriculture | Community Garden | Farm Incubator | Education Outreach | Training	500 S Columbia Dr, Decatur, GA 30030	Nonprofit	https://www.globalgrowers.org/contact		2010	17				Atlanta Suburb	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTF_UK-IOB-BAWC7kay7A4iNQHxpo7diUc6w&s		17				https://www.globalgrowers.org/
399	Kingdom Life Community Development Corp.	Recovery & Redistribution					685 Mercer St, Atlanta, GA 30312	Nonprofit				1							1				
400	USDA Urban Agriculture and Innovative Production Program	Public & Education Sector		USDA assists urban, small-scale, and innovative producers with growing, processing and selling. They provide technical and financial assistance for a variety of growing operations, including community farms and gardens, rooftop, indoor, and vertical farms, and hydroponic, aeroponic, and aquaponic facilities.		Funding | Technical Assistance | Urban Agriculture	NA	Government	Phone: (301) 974-1287; Email: UrbanAgricultureFederalAdvisoryCommitee@usda.gov		2020	4					https://dehayf5mhw1h7.cloudfront.net/wp-content/uploads/sites/2470/2023/09/20221436/USDA-Logo-Big-1-5-1000x563.webp		4				
401	Emory Cares	Public & Education Sector		Emory Cares is year?round volunteer movement that strengthens communities worldwide. Alumni, students, families, faculty, and friends from Emory University give back through hands-on projects and flexible at-home/online options, bringing to life the university�s mission to serve humanity. Whether you pack meals, clean parks, tutor online, or support neighbors in need, you�ll join a network of Eagles serving together locally and globally.		Nutrition, Health, & Wellness		University	Email: emorycares@emory.edu			1					https://together.emory.edu/sites/default/files/styles/logo_md/public/2024-07/ace_logo_emorycares_wht_rgb.png?itok=Y_yzS3Bq		1				https://together.emory.edu/emory-cares
402	FoodCommune	Recovery & Redistribution		FoodCommune is an Atlanta-based food co-op that rescues food and helps feed the community. Open to any costumer, FoodCommune sells donated and rescued food at affordable prices. The co-op is entirely self-sustaining, depending on donors, volunteers, and shoppers to cover operating costs.			368 Candler Road, Atlanta, GA 30317		(404) 822-5685		2014	0				General Atlanta	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqNCpfjpeOn3j8v3aVx62ZcMVYQARQMZZrnQ&s		0				https://www.foodcommune.org/
403	Sustenance Design	Supporting Resources & Services		Since 2006, Sustenance Design has provided landscape planning to a variety of clients including: residences, municipalities, schools, homesteads, mixed developments and community farms. Their methods blend techniques from landscape architecture, permaculture, organic and biodynamic farming and holistic landscaping to incorporate ecological resilience and regenerative systems into your landscape.		Consulting / Design	Atlanta, GA 30349	For-Profit			2006	2				General Atlanta	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSslP3hFhBYogOa3D6o9cm6-buUvgXnWmf_wQ&s		2				https://www.sustenancedesign.com/
404	Vision 99 Beyond Walls Garden	Farm / Producer				Community Garden						1							1				
405	Gwinnet Christian Terrace Community Garden	Farm / Producer				Community Garden						1							1				
406	Andrews Acres	Farm / Producer		Andrews Acres is a specialty farm that cultivates high-quality gourmet mushrooms. Our mission is to provide fresh, healthy, and delicious mushrooms to our community, grown with a commitment to sustainable and responsible farming practices. We believe that mushrooms are a valuable source of nutrition and a fascinating part of the natural world.		Agrotourism	158 Gholston Street, Unit 8, Comer, Georgia 30629, United States		Phone: 678-773-9110 Email: info@andrewsacres.farm			3			Mushrooms	Not in Georgia	https://img1.wsimg.com/isteam/ip/c99c57f5-e5b0-4497-8720-8a56499bda6e/Andrews%20Acres%20Logo%20bl.png/:/rs=w:600,h:600,cg:true,m/cr=w:600,h:600/qt=q:95		3				https://andrewsacres.com/
407	Intown Cares	Recovery & Redistribution		We specialize in helping unhoused people who face major barriers make the transition to their own homes, and we provide easy access to food for any who need it. To alleviate food insecurity for Atlanta neighbors, we make food available twice a week at our pantry � and make deliveries to neighbors who can�t get to the pantry.			1027 St. Charles Ave, Atlanta, Georgia 30306					11					https://static.wixstatic.com/media/740813_1e7cebd4f45643c39e43a7f498019718~mv2.png/v1/crop/x_0,y_0,w_1152,h_329/fill/w_214,h_61,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/740813_1e7cebd4f45643c39e43a7f498019718~mv2.png		11				https://www.intowncares.org/
408	Druid Hills Farmers Market	Consumption & Retail		Farmers Market in Druid Hills - Every Saturday from 9AM to 12PM			�3039 Briarcliff Rd NE, Atlanta, GA 30329					3							3				https://www.druidhillsfarmersmarket.com/
409	Campbellton Community Garden	Farm / Producer		A space for neighbors to grow food and steward the earth. We are transforming a vacant lot into a food-producing asset to ameliorate the dire food desert that exists in the neighborhood. We address health literacy by sponsoring beds specifically for children and families to educate the next generation about growing food.		Community Garden	1597 Campbellton Rd SW, Atlanta, GA 30311		(404) 670-1043			1				SW Atlanta			1				
410	Glenn Heard Farms	Farm / Producer		Our company produces and sells a range of carrots, cotton, field corn, grain sorghum, sweet corn, and wheat. A portion of these crops can be purchased through Glenn Heard Farms or Brinson Farm Supply.			3207 Us Highway 84 Donalsonville, GA 39845-3105	For-Profit	12292461340			3			Fiber | Fruit & Vegetable				3				http://www.glennheardfarms.com/about.html
411	Block Community Outreach	Recovery & Redistribution		On June 1, 2022, a major milestone was reached: key outreach efforts, including the Weekend Food Program (originally launched in 2016) and the Summer Food Program, were fully entrusted to The Block. This handoff marked more than a transition�it was a declaration of trust in a growing vision to meet people right where they are, with dignity and love. Today, The Block continues to lead a wide range of programs that are changing lives in our community. From providing critical food and hygiene supplies to the unhoused, to feeding our food-insecure neighbors weekly, to ensuring that kids have the tools they need to thrive in school and a safe, encouraging place to go after class through our Kids @ The Block program every effort is driven by one powerful mission: to love, to uplift, and to be present for those in need.			4600 Nelson Brogdan Blvd, Ste B, Sugar Hill, GA 30518	Nonprofit				4					https://theblockoutreach.org/wp-content/uploads/2022/01/TheBlock_HorizontalLockup_White.svg		4				https://theblockoutreach.org/about-the-block/
412	Centro Misionero Vino Nuevo, Inc	Recovery & Redistribution					4229 Steve Reynolds Blvd, Suite 209 , Norcross, Atlanta 30093	Faith-Based				1							1				https://www.cmvn.org/
413	Ups and Downs Farm	Farm / Producer		Organically Grown Specialty Produce & Garlic Farm since 2012. Find us year round at Freedom Farmers Market in Atlanta, GA every Saturday 8:30-noon.			388 Ridgeway Road, Franklin, GA, 30217	For-Profit			2012	2			Flowers | Fruit & Vegetable | Flowers | Fruit & Vegetable | Flowers | Fruit & Vegetable | Flowers | Fruit & Vegetable				2				https://www.instagram.com/upsanddownsfarm/
414	USDA Risk Management Agency	Public & Education Sector				Farm Resources	NA	Government				1					https://media.licdn.com/dms/image/v2/D560BAQFCKWmeA459XQ/company-logo_200_200/company-logo_200_200/0/1714517258212/risk_management_agency_usda_logo?e=2147483647&v=beta&t=RNWVeKTmHssIL170_zs9jbwds0csMLzKhj3lBPsIJXY		1				
415	Grateful Pastures Farm	Farm / Producer		Grateful Pastures Farm is a family-owned and operated farm in Georgia that specializes in raising pasture-raised beef, pork, and poultry. Our mission is to provide high-quality, ethically-raised meat to our community, with a deep respect for the animals and the land. We believe that happy animals and healthy pastures lead to a better product.		Livestock & Poultry	23574 GA-11, Mansfield, GA 30055		(678) 532-9624			5			Livestock & Poultry	General Georgia	https://0f5488b5e2e1669ae91d.cdn6.editmysite.com/uploads/b/0f5488b5e2e1669ae91d9e0e71ce745936d74251afa403a7eff307229fcce794/GP%20LOGO_1678639620.png?width=2400&optimize=medium		5				https://www.gratefulpastures.com/
416	Nature's Candy Farms	Farm / Producer		Nature�s Candy Farm is a lifesyle brand that promotes global sustainability through local agricultural education. Founder, tenisio seanima, provides a range of agricultural education opportunities and runs the urban micro-farm business based in Decatur, Georgia. Nature�s Candy Farms is a part of a network of urban farms striving to demonstrate and promote urban agriculture practices and create policy change for farming within cities. Tenisio also is the Fresh Oasis Garden Manager at the Community Garden at the Arts Exchange in East Point.			Decatur, Georgia	For-Profit	naturescandyfarms@gmail.com		2011	3				Not in Georgia	https://pictures.alignable.com/eyJidWNrZXQiOiJhbGlnbmFibGV3ZWItcHJvZHVjdGlvbiIsImtleSI6InNlcnZpY2VzL3BpY3R1cmVzL21lZGl1bS8zMjE4NjgvMTUwMTE2MTk0Nl9ibG9iIiwiZWRpdHMiOnt9fQ==		3				https://www.facebook.com/naturescandyfarms/
417	Mr. Natural Superior Soil	Organics Recycling & Composting		Mr. Natural� Superior Soil Products have been used by commercial landscape companies in greater Atlanta and the Georgia Piedmont for over 20 years.		Farm Resources	124 Freight Lane Dahlonega GA 30533	For-Profit	(800) 301-2887 (706) 864-2887 (706) 864-0521 FAX		1990s	1				General Georgia	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiEAw0Acr9OALYhTBqhJWG3WclswXrB4d8FA&s		1				https://www.mrnaturalsoil.com/
418	True Worship Christian Fellowship	Recovery & Redistribution					2033 Joseph E. Boone Blvd, Atlanta, GA 30314	Faith-Based				1							1				
419	Higher Calling Foundation, Inc.											1							1				
420	King Shepherd Farm	Farm / Producer		We are a family operated farm, located in the mountains of Ellijay, Georgia. We raise high quality Eggs, Chicken, Beef, Lamb, Pork, Turkey, Veggies and more! No hormones, antibiotics, herbicides, pesticides or chemical fertilizers are ever used on our farm! Our beef and lamb is 100% grass fed and finished. Our chicken, pork, and turkey is pasture raised and fed a non-GMO feed that is corn and soy free. All of our animals are raised on fresh grass and lovingly cared for.				For-Profit	KindShepherdFarm@gmail.com (706) 669-6205			1			Livestock & Poultry		https://static.wixstatic.com/media/0dd5cd_19e6e9a15887406180af299604cfbe0e~mv2.jpeg/v1/fill/w_212,h_159,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/logo.jpeg		1				https://www.kindshepherdfarm.com/
421	Little Fox Farm	Farm / Producer		Little Fox Farm is a small, diversified farm in Georgia. Our mission is to provide high-quality, seasonal produce to our community while practicing sustainable and ethical farming. We are committed to growing food that is not only delicious but also good for the environment. We believe that a small farm can have a big impact.			Pine Mountain, GA					2			Fruit & Vegetable | Organic/CNG	General Georgia	https://i0.wp.com/www.littlefox.farm/wp-content/uploads/2024/09/cropped-farm-logo-resized-20.jpg?w=400		2				
422	Westside Future Fund	Supporting Resources & Services		Westside Future Fund (WFF) serves five Historic Westside neighborhoods � Vine City, English Avenue, Ashview Heights, Atlanta University Center and Just Us. WFF raises charitable funds to support our signature program, Home on the Westside, which enables us to develop high-quality, permanently affordable multi-family housing, new or renovated single-family homes, and provide property tax relief for legacy residents.		Funding	970 Jefferson St NW, Atlanta, GA 30318	Nonprofit	Phone: 404-793-2670 Email: rochelle@westsidefuturefund.org		2014	5				NW Atlanta	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwPrrhS34isEHI4r3KfPKrL50b1hkxSmA20w&s		5				https://www.westsidefuturefund.org/
423	Fickett Farmers Market	Consumption & Retail		Fickett Farmers Market is an Atlanta Farmers Market under the Westside Farmers Markets umbrella. In addition to having a year-round farmers market, they also run many events here.		Farmers Markets & Cooperatives	3935 Rux Rd SW., Atlanta, GA 30331		Email: hello@castleberrymarket.com		2019	2				SW Atlanta	https://static.wixstatic.com/media/a6d3e5_e401184da0ca411e8793c36f6c0df3eb~mv2.png/v1/fill/w_249,h_83,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Westside%20Farmers%20Market.png		2				https://www.westsidefarmersmarkets.org/
424	Marddy's	Processing & Food Products		Marddy�s mission is to Preserve and Promote Culinary Culture. We focus on economic inclusion, business development and growth opportunities for local food entrepreneurs. Our primary service groups are people of color, women and other marginalized populations. We provide a licensed facility for cooks to prepare and distribute their offerings. Keitra Bates plans to use an underutilized restaurant space in order to create a shared kitchen space and marketplace to package and sell healthy, affordable foods through the creation of Marddy�s.		Training | Kitchen	1017 Fair St SW Atlanta, GA 30314	For-Profit	P: 678.861.4688 F: 404.600.3639		2017	2	BIPOC-Owned | Woman-Owned		Value-Added Products	SW Atlanta	https://www.marddys.com/wp-content/uploads/2016/12/MarddysLogo_Color-300x206.png		2				https://www.instagram.com/marddys/?hl=en
425	Independent Grocers Alliance	Network		The Independent Grocers Alliance (IGA) was founded in 1926 to bring family owned, local grocery stores together under the IGA brand. Nearly a century later, the support of a nationally known brand is still giving IGA grocers the ability to better compete, while at the same time, allowing them to stay true to who they are�hometown store owners in a position to meet the needs of their unique communities. Today, communities ?across the U.S. are being served by second, third and even fourth generation local IGA grocers.		Technical Assistance		For-Profit			1926					Not in Georgia	https://www.iga.com/hubfs/branding/independent-grocers-alliance-est.svg						https://www.iga.com/about
426	Youth in Nature Network	Network		Formerly known as Gardens for Growing Communities, the Youth in Nature Network offers a variety of nature-based education learning opportunities for youth in Georgia. Their mission is to engage young people in ways that kindle a love for nature and empower them to become the new generation of environmental stewards. Youth may engage in urban farming programs and school gardening support, as well as kayaking, camping, planting trees and saving creeks.		Urban Agriculture | Training | Farm Incubator | Technical Assistance | Youth Programs	Norcross, Georgia	Nonprofit	Tixie@youthinnature.net		2015	1				Not in Georgia	https://gardens4growingcommunity.com/x/cdn/?https://storage.googleapis.com/production-websitebuilder-v1-0-7/287/239287/Yx6NcXR7/a9a641908c2b4cb29b4dac7e782419e7		1				https://gardens4growingcommunity.com/
427	Herbalista	Supporting Resources & Services		Herbalista recognizes healthcare as a fundamental human right. We believe that herbal and food-based therapies are foundational to human health and deserve a prominent place at the table. Their mission is to provide the tools, the encouragement, and the lived examples of how we can create that healthier world together. We do this by sponsoring free community health services and education, sharing our Herbalista Model of Care in person and with the greater community, via the web. They also run the 'Grow-a-Row' Program, an herbal garden and learning space in the Summerhill neighborhood of Atlanta "The stewardship goals of this space are to continue the project as a learning garden. When I was getting into gardening and farming, it was kind of intimidating and I had all this uncertainty about how its done. Theres all this conflicting information from books and online, and once I found people who I could garden with, it just made much more sense to me when I was learning with my hands. [So] to have a space where people can get their hands dirty, to have that place to be able to garden and interact with different plants... because everybody deserves that....[Also] a lot of these plants, we can divide and save seeds from, take cuttings from, and so this can be a source for all these other plants to be propagated and spread out into this eco region...for me is the idea of this being like a mother." [Tim Hayes] Tim Hayes, the steward of Herbalista's 'Grow-a-Row' herbal 'mother' garden ,speaks about the value of growing native plants for food, medicine, and even as food for other insects and animals in our local ecosystem. Having more places where people can interact, share knowledge about plants, learn to grow their own food and medicine, take seeds and cuttings to propagate at home, and build community and deeper connection to plants is his mission for the space. �I want my relationship with plants to be deeper than me just trying to keep a large group of them sort of alive enough for me to get harvest. And so I think growing on a smaller scale and encouraging other people to grow their own food and build that relationship with plants is a big goal of mine...it's fun to me to have a smaller pocket garden and to be interacting with people that are trying to grow their own food or grow their own medicine, or even just grow stuff for the birds and bees. It really feeds my soul...� [Tim Hayes]		Herbalism | Education Outreach | Nutrition, Health, & Wellness	Summerhill, Atlanta, GA, 30315	Nonprofit			2013	3	Woman-Owned			General Atlanta	https://herbalista.org/wp-content/uploads/2024/12/Herbalista-Free-School-Logo-1-1.jpg		3	The stewardship goals of this space are to continue the project as a learning garden. When I was getting into gardening and farming, it was kind of intimidating and I had all this uncertainty about how its done. Theres all this conflicting information from books and online, and once I found people who I could garden with, it just made much more sense to me when I was learning with my hands. I think everyone deserves to have a space where, if they are less familiar with gardening, they can kind of get their hands dirty.			https://herbalista.org/
428	Impact United Methodist Church	Recovery & Redistribution		At Community ImPACT, we believe that healthy living starts with access to nutritious food. Our Food Pantry is a cornerstone of our commitment to supporting the holistic well-being of individuals and families in East Point, College Park, and Hapeville. Our Food Pantry operates on a walk-in basis during open hours. No appointment is needed, however registration in Oasis is required.		Food Pantry	2323 Sylvan Rd, East Point, GA 30344	Faith-Based	(404) 577-2826 info@impactdcd.org			1					https://storage2.snappages.site/HHGR7J/assets/images/16711280_1281x1625_500.png		1				https://impactdcd.org/
